x,y,objectid_1,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,st_vendor,st_version,geoprec,phoneloc,qc_qa,ucaoa_id,longitude,latitude
-81.3265143,28.7556916,3900,3090,10843339,SOLANTIC WALK-IN URGENT CARE - LAKE MARY,407-333-0160,136 PARLIAMENT LOOP,SUITE 102,LAKE MARY,FL,32746,3531,SEMINOLE,12117,ON THE E SIDE OF PARLIAMENT LOOP LESS THEN .1 MI NW OF S 5TH ST, , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-81.32651425163073,28.755691608881534
-82.9871087,34.6844366,3901,3091,11527308,MEDI URGENT CARE CENTER,864-882-1420,111 CARTER PARK DRIVE, ,SENECA,SC,29678,1152,OCONEE,45073,"LOCATED ON THE NORTH SIDE OF CARTER PARK DRIVE, APPROX .1MI EAST OF NORTH RADIO STATION ROAD.", , , ,2009-04-22T00:00:00.000Z,PHONE,2009-04-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-82.98710857949669,34.684436532321
-81.9566515,28.004211,3902,3092,10193540,NITE OWL PEDIATRICS INCORPORATED,863-644-7337,3242 SOUTH FLORIDA AVENUE, ,LAKELAND,FL,33803,4574,POLK,12105,LOCATED ON THE SOUTHEAST CORNER OF CARLEON ST AND SOUTH FLORDIA AVENUE, , , ,2008-12-31T00:00:00.000Z,PHONE,2008-12-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",708453022,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1034,-81.9566514836784,28.004211072683745
-88.8796066,39.8202832,3903,3093,11521788,DECATUR MEMORIAL HOSPITAL EXPRESS CARE - EAST,217-864-6505,4847 UNITED STATES HIGHWAY 36 EAST, ,DECATUR,IL,62521, ,MACON,17115,LOCATED ON THE SOUTH SIDE OF US-36 BETWEEN AIRPORT PLZ AND S MOUNT ZION RD, , , ,2009-03-26T00:00:00.000Z,PHONE,2009-03-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",736386081,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-88.87960663363862,39.82028308789512
-84.6010348,34.0464932,3904,3094,10421611,WELLSTAR URGENT CARE - KENNESAW,770-420-1792,3805 CHEROKEE STREET NORTHWEST, ,KENNESAW,GA,30144,2085,COBB,13067,LOC ON THE WEST SIDE OF CHEROKEE STREET NW BETWEEN JILES ROAD NW AND BOZEMAN LAKE ROAD NW., , , ,2009-01-02T00:00:00.000Z,PHONE,2009-01-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22827485,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1288,-84.60103481740225,34.04649323437616
-81.3056539,28.6036708,3905,3095,10844266,ALOMA URGENT CARE,407-215-6371,483 NORTH SEMORAN BOULEVARD,SUITE 103,WINTER PARK,FL,32792,3800,ORANGE,12095,LOCATED IN THE EAST SIDE OF N SEMORAN BLVD APPROX .1 MILES SOUTH OF ALOMA AVE, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22391834,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.30565387422627,28.603670706638695
-80.204796,26.3246477,3906,3096,10844281,MEDEXPRESS URGENT CARE - PARKLAND,954-510-1500,7545 NORTH STATE ROAD 7, ,PARKLAND,FL,33073,3510,BROWARD,12011,LOCATED ON THE WEST SIDE OF SR 7 BETWEEN LOXAHATCHEE RD AND NW 74TH PL, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127647306,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-80.204795999635,26.32464782783586
-77.20882,38.8318499,3907,3097,10470788,ANNANDALE URGENT CARE,703-658-7060,7611 LITTLE RIVER TURNPIKE,SUITE 108 W,ANNANDALE,VA,22003,2611,FAIRFAX,51059,ON THE SOUTH SIDE OF LITTLE RIVER TPKE IN BETWEEN HERITAGE DR AND WOODLAND RD, , , ,2008-03-17T00:00:00.000Z,PHONE,2008-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18361294,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-77.20881999064937,38.831849837301036
-86.8460944,30.4086554,3908,3098,10843346,NAVARRE URGENT CARE,850-515-1174,2053 FOUNTAIN PROFESSIONAL COURT, ,NAVARRE,FL,32566,5105,SANTA ROSA,12113,ON THE W SIDE OF FOUNTAIN PROFESSIONAL CT LESS THEN .1 MI N OF NAVARRE PKY, , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-86.84609439264148,30.408655387037356
-84.514544,33.6600598,3909,3099,10843368,CAMP CREEK URGENT AND FAMILY CARE CENTER,404-629-9495,3885 PRINCETON LAKES WAY,SUITE 306,ATLANTA,GA,30331, ,FULTON,13121,"LOCATED ON THE SOUTH SIDE OF PRINCETON LAKES WAY, .1 MILE SW OF THE INTERSECTION OF REDWINE RD SW AND PRINCETON LAKES WAY.", , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-84.51454397022741,33.66005983739245
-84.0416455,34.3618654,3910,3100,10844317,PHYSICIANS IMMEDIATE MED,706-216-6000,91 NORDSON OVERLOOK,SUITE 101,DAWSONVILLE,GA,30534,6689,DAWSON,13085,"LOCATED ON THE WEST SIDE OF NORDSON OVERLOOK, LESS THAN .1 MILE NORTH OF THE INTERSECTION OF S 400 CENTER LN AND NORDSON OVERLOOK.", , , ,2009-01-21T00:00:00.000Z,PHONE,2009-01-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123759785,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-84.04164537383429,34.361865359000035
-80.9363807,34.0861199,3911,3101,10421230,DOCTORS CARE - NORTHEAST,803-788-1153,110 ATRIUM WAY, ,COLUMBIA,SC,29223,6301,RICHLAND,45079,ON THE NE SIDE OF ATRIUM WAY BETWEEN TWO NOTCH RD AND ALPINE CIR., , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102230999,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3240,-80.93638074697321,34.086119854848334
-82.253387,34.7140296,3912,3102,10422118,DOCTORS CARE - SIMPSONVILLE,864-967-7028,35 RAY E TALLEY COURT, ,SIMPSONVILLE,SC,29680,6772,GREENVILLE,45045,ON THE NORTH SIDE OF RAY E TALLEY CT LESS THAN .1 MILES EAST OF LADEAN CT, , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",716333644,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3273,-82.25338694944753,34.71402951205323
-80.0434103,32.9680745,3913,3103,10844077,CONCENTRA URGENT CARE - CHARLESTON NORTH,843-572-0810,8780 RIVERS AVENUE,SUITE 200 B,NORTH CHARLESTON,SC,29406,9275,CHARLESTON,45019,LOCATED ON THE NORTH SIDE OF N PARK EXT BETWEEN NAD RD AND NORTHPARK BLVD, , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127889063,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-80.04341033281997,32.96807455279924
-81.774131,30.2926726,3914,3104,10843937,CONCENTRA URGENT CARE - JACKSONVILLE WEST,904-482-1400,7764 NORMANDY BOULEVARD,SUITE 24,JACKSONVILLE,FL,32221,6692,DUVAL,12031,LOCATED ON THE S SIDE OF NORMANDY VILLAGE PKY ABOUT .1 MI SW OF NORMANDY BLVD., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23034048,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.77413101583306,30.292672478453028
-84.978459,32.480261,3915,3105,10844307,COLUMBUS REGIONAL URGENT CARE,706-320-8687,1800 10TH AVENUE,SUITE F,COLUMBUS,GA,31901,1513,MUSCOGEE,13215,LOCATED ON THE NORTHEAST CORNER OF 18TH ST AND 10TH AVE, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127183142,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-84.97845900937511,32.48026103122248
-82.4827714,27.9383085,3916,3106,10844299,SOUTH TAMPA AFTER HOURS IMMEDIATE CARE,813-253-2113,602 SOUTH HOWARD AVENUE, ,TAMPA,FL,33606,2413,HILLSBOROUGH,12057,LOCATED ON THE SE CORNER OF THE INTERSECTION OF W DE LEON ST AND S HOWARD AVE., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23151524,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-82.48277130854842,27.938308526518142
-82.5820605,28.0576161,3917,3107,10844279,FAST TRACK URGENT CARE CENTER,813-925-1903,11969 SHELDON ROAD, ,TAMPA,FL,33626,3644,HILLSBOROUGH,12057,LOCATED ON THE SE CORNER OF THE INTERSECTION OF WESTWIND DR AND SHELDON RD., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127661732,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-82.58206048420334,28.057616033553984
-81.380428,30.1906184,3918,3108,10192211,SAINT JOHNS EXPRESSCARE,904-280-1300,880 STATE HIGHWAY A1A NORTH,SUITE 16,PONTE VEDRA BEACH,FL,32082, ,ST JOHNS,12109,ABOUT .09 MILES SOUTH OF PONTE VEDRA POINTE BLVD ON THE WEST SIDE OF SR-A1A N., , , ,2006-12-19T00:00:00.000Z,PHONE,2006-12-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17009301,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_1195,-81.38042799405605,30.190618447784004
-79.8953401,39.6488607,3919,3109,10197060,CHEAT LAKE URGENT CARE,304-291-5533,710 VENTURE DRIVE, ,MORGANTOWN,WV,26508,7306,MONONGALIA,54061,LOCATED ON THE S SIDE OF VENTURE DR .37 MILES N OF CR-857., , , ,2008-01-24T00:00:00.000Z,PHONE,2009-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123523755,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-79.89534015772142,39.648860594941425
-75.6567463,39.6959103,3920,3110,10843936,GO-CARE - ABBY MEDICAL CENTER,302-999-0003,ONE CENTURIAN DRIVE, ,NEWARK,DE,19713,2137,NEW CASTLE,10003,LOCATED ON THE S SIDE OF SR-4 .3 MI W OF STANTON CHRISTIANA RD., , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-75.65674633067795,39.69591022857509
-78.7252795,34.3022231,3921,3111,11241466,WHITEVILLE URGENT CARE,910-642-9876,326 COLUMBUS CORNERS DRIVE, ,WHITEVILLE,NC,28472,4929,COLUMBUS,37047,LOCATED ON THE NORTH SIDE OF SLIPPERY LOG RD LESS THAN .1 MILE WEST OF COLUMBUS CORNERS DR, , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-78.72527944718809,34.3022230889253
-85.5060739,36.1341727,3922,3112,11513019,SATELLITE MED,931-528-7312,1120 SAMS STREET, ,COOKEVILLE,TN,38506,4006,PUTNAM,47141,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF BUNKER HILL RD & SAM'S ST., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-85.50607399851555,36.134172686321335
-77.5500983,38.7322932,3923,3113,10844591,BRISTOW URGENT CARE CENTER,703-330-2255,10390 BRISTOW CENTER DRIVE, ,BRISTOW,VA,20136,2201,PRINCE WILLIAM,51153,"LOCATED ON THE NORTH SIDE OF VINT HILL RD, BETWEEN .1 AND .2 MILES WEST OF THE INTERSECTION OF VINT HILL RD AND NOKESVILLE RD.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,TGS,2008Q1,ONENTITY,YES,TGS, ,-77.55009823164744,38.732293278812676
-73.7415699,41.031524,3924,3114,11527288,WESTCHESTER MEDICAL GROUP URGENT CARE,914-681-3100,210 WESTCHESTER AVENUE, ,WHITE PLAINS,NY,10604,2901,WESTCHESTER,36119,LOCATED ON THE SOUTH SIDE OF ANDERSON HILL RD BETWEEN OLD WELL RD AND OLD LYME RD, , , ,2009-04-20T00:00:00.000Z,PHONE,2009-04-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",21445144,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-73.74156979920622,41.031524088566755
-84.8782043,35.1747605,3925,3115,11531106,CLEVELAND CARE FIRST,423-472-2273,1995 KEITH STREET NORTHWEST, ,CLEVELAND,TN,37311,4380,BRADLEY,47011,"LOCATED ON THE NORTHWEST SIDE OF KEITH ST NW, BETWEEN 17TH ST NW AND 20TH ST NW.", , , ,2009-04-29T00:00:00.000Z,PHONE,2009-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124142893,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-84.87820423883392,35.17476043494702
-85.0286571,35.943255,3926,3116,11531129,CUMBERLAND OCCUPATIONAL AND URGENT CARE CENTER,931-787-1990,118 BROWN AVENUE,SUITE 102,CROSSVILLE,TN,38555,7703,CUMBERLAND,47035,LOCATED ON THE WEST CORNER OF BROWN AVE AND LANTANA RD., , , ,2009-04-29T00:00:00.000Z,PHONE,2009-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98669150,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-85.02865705437893,35.943255060573506
-83.5760623,35.8243472,3927,3117,11531208,MEDICENTER AND ASSOCIATES,865-453-1122,1981 PARKWAY, ,PIGEON FORGE,TN,37863,4904,SEVIER,47155,LOCATED ON THE EAST CORNER OF PARKWAY AND LAZY LN., , , ,2009-05-04T00:00:00.000Z,PHONE,2009-05-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91139315,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-83.57606233600734,35.82434720236239
-81.2030817,28.5478951,3928,3118,10844301,THE MINI EMERGENCY ROOM,407-249-8870,12301 LAKE UNDERHILL ROAD,SUITE 118,ORLANDO,FL,32828,4510,ORANGE,12095,LOCATED ON THE NORTHEAST CORNER OF LAKE UNDERHILL RD AND N ALAFAYA TRL, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106221458,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.20308167487872,28.547895008748526
-82.1384237,28.0181966,3929,3119,10844186,URGENT CARE USA,813-752-7222,413 NORTH ALEXANDER STREET, ,PLANT CITY,FL,33563,4305,HILLSBOROUGH,12057,LOCATED ON THE NW CORNER OF THE INTERSECTION OF BAKER ST W AND ALEXANDER ST N, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",27919518,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-82.13842378303053,28.018196613283976
-80.2039248,25.9363666,3930,3120,10467933,CONCENTRA URGENT CARE MEDICAL CENTER - GOLDEN GLADES,305-770-4500,17601 NORTHWEST 2ND AVENUE,SUITE S,MIAMI,FL,33169,5001,MIAMI-DADE,12086,ON THE NE CORNER OF NW 2ND AVE AND NW 176TH ST., , , ,2008-03-12T00:00:00.000Z,PHONE,2008-03-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22575263,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-80.2039247850002,25.936366556072585
-82.9655746,39.3979843,3931,3121,11241590,CHILLICOTHE ACUTE CARE CLINIC INCORPORATED,740-779-6612,4461 STATE ROUTE 159,SUITE E,CHILLICOTHE,OH,45601,8620,ROSS,39141,LOC ON THE NW SIDE OF THE T INTERSECTION OF OH-159 AND KENWORTH DR., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107248842,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-82.96557463146343,39.39798436528713
-81.3985975,28.6614584,3932,3122,10421562,FLORIDA HOSPITAL CENTRA CARE - ALTAMONTE,407-788-2000,440 WEST STATE ROAD 436, ,ALTAMONTE SPRINGS,FL,32714,4136,SEMINOLE,12117,ON THE SE CORNER OF W STATE ROAD 436 AND LYNCHFIELD AVE, , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",16997204,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1079,-81.39859744521527,28.661458397487934
-84.1686291,33.9352755,3933,3123,10425611,CONCENTRA URGENT CARE MEDICAL CENTER - NORCROSS,770-441-0444,1905 BEAVER RUIN ROAD NORTHWEST,SUITE 175,NORCROSS,GA,30071,3850,GWINNETT,13135,SOUTH SIDE OF BEAVER RUN RUIN ROAD BETWEEN SOURWOOD ROAD NORTHWEST AND BEAVER RIDGE CIRCLE NORTHWEST, , , ,2008-03-12T00:00:00.000Z,PHONE,2008-03-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17009547,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-84.16862919617984,33.93527543761223
-81.4168408,35.7929421,3934,3124,10844443,CALDWELL MEMORIAL HOSPITAL FALLS MEDICAL PARK URGENT CARE,828-757-5060,4355 HICKORY BOULEVARD, ,GRANITE FALLS,NC,28630,1992,CALDWELL,37027,LOCATED ON THE WEST CORNER OF TIMBER BROOK LN AND HICKORY BLVD, , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102101910,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.41684082514331,35.792942055432434
